0,8,14,1,3
4,4,1,1,3
0,0,1,0,1
11,14,9,6,3
14,13,10,9,3
11,1,12,8,2
8,14,12,3,3
1,4,0,5,1
13,3,8,4,1
0,0,4,0,2
13,0,10,3,3
5,8,14,7,1
5,13,9,8,1
8,13,12,10,1
